country,year,month,date,cs,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
FR,2006,1,1,100,63245,63616,61480,58000,55635,54547,53734,53666,53364,55123,56799,57966,60988,58535,56567,55826,56889,61969,64638,64836,63776,61195,63195,61031
FR,2006,1,2,100,57500,58079,56571,54528,54585,57023,60866,65227,67213,69047,69901,70910,71673,70536,68511,67608,68373,74020,76314,74209,70816,66499,68041,65950
FR,2006,1,3,100,62506,63187,61606,59361,59190,62559,69388,75415,75604,76004,76184,76396,76112,75096,73261,72225,73079,78643,80682,77440,73694,69440,70569,68187
FR,2006,1,4,100,64791,65298,63381,61115,61100,64389,70434,75775,77159,77814,77775,78274,77578,77002,75330,73887,74660,80046,82501,79555,75864,71545,73100,71038
FR,2006,1,5,100,67654,68155,66696,64665,64174,67443,73974,80247,80167,80220,80329,81095,81029,80407,78865,77899,78276,82884,84134,80092,76605,72517,74237,71912
FR,2006,1,6,100,68522,69571,67839,65635,65377,68679,75138,81464,81404,81671,81075,80949,80655,79174,77639,76056,76377,81557,82604,79044,76061,72013,73546,71405
FR,2006,1,7,100,67610,67248,65200,62498,61039,61923,63330,66988,68689,70678,71137,71644,72986,70483,68206,66618,66841,71961,74079,71907,69273,66430,68868,67311
FR,2006,1,8,100,64149,64174,61987,58867,57217,57036,57420,58744,60209,63189,65196,66143,68181,65141,61878,60349,60564,66267,69684,69637,68141,65055,66710,64681
FR,2006,1,9,100,62071,62996,61545,59767,59953,64054,71381,77571,77687,77901,77503,77688,77548,76553,74452,73281,73642,79039,81414,78490,74519,70190,71973,69762
FR,2006,1,10,100,66535,67188,65709,63592,63553,67071,73963,80267,80166,80042,79930,80033,79264,78153,76005,74785,75100,80175,81872,79506,75907,71662,73082,71173
FR,2006,1,11,100,67681,68026,66570,64385,64277,67450,73672,79493,80903,80756,80217,80511,79974,79135,77173,75600,75617,80047,82103,79450,75518,71417,72595,70281
FR,2006,1,12,100,66873,67279,65575,63156,62906,66121,72718,78704,78770,78642,78244,78457,77937,77010,75246,73992,74065,78459,80957,77958,74008,69581,70992,69057
FR,2006,1,13,100,65570,65894,64274,62205,62194,65492,72554,78598,78559,78510,77582,77185,76637,74981,72459,70818,70665,75977,78864,76265,72861,69455,71053,69187
FR,2006,1,14,100,65465,65542,63656,61367,60386,61103,63015,66709,68247,69716,68807,68345,69160,66130,63405,61486,61677,67941,71288,69900,67803,65237,68124,66852
FR,2006,1,15,100,63810,64000,62273,59657,58044,57977,58357,60002,61688,64592,65605,65893,66728,63168,59892,58268,58812,65085,69531,69575,68173,65152,67181,65227
FR,2006,1,16,100,62142,63215,61706,59936,60064,64051,70848,76860,77425,77693,77646,77953,77946,77080,75262,74143,74235,77968,80336,77420,73189,68622,69752,67724
FR,2006,1,17,100,64127,64776,62913,60828,60633,63838,71034,76894,77365,77490,77528,78052,77701,77137,75315,74008,73587,76704,78902,75602,71575,67137,68146,65763
FR,2006,1,18,100,62181,62448,60345,58242,58207,61310,67438,73001,74348,74523,74383,74764,74294,73741,71845,70539,70189,73588,76219,73029,69119,64633,65955,63968
FR,2006,1,19,100,60263,60896,59072,56797,56479,59528,66630,72195,71979,71949,71553,71589,70994,70147,68294,66893,66841,70954,74457,71550,67616,63335,64594,62856
FR,2006,1,20,100,59729,60190,58457,56114,56063,59235,66239,72125,72038,71989,71671,71603,71114,69717,67816,66321,65954,70501,73259,70387,66844,63585,65530,63401
FR,2006,1,21,100,59779,59991,57994,55543,54424,55319,57457,60475,62547,64148,63754,63557,64555,61849,59330,57490,57274,62114,66792,65259,63050,60735,63538,62420
FR,2006,1,22,100,59432,59846,57907,55145,53927,54144,54627,56215,58183,61066,62242,62634,63777,60239,57500,55759,56030,61413,66705,67239,65986,63141,65244,63628
FR,2006,1,23,100,60797,61966,60919,58918,59569,63831,70975,77088,77818,78073,77382,77245,76655,75506,72915,71326,71245,75935,81426,79098,75429,71169,72906,71353
FR,2006,1,24,100,68233,69129,67654,65945,66171,69514,76550,82233,82087,81818,80945,79924,78842,77033,74760,73053,72863,77359,82783,80491,76878,72755,74811,72506
FR,2006,1,25,100,69320,70647,69158,67143,67169,70476,76206,80478,81640,81616,80151,79449,78001,76391,73876,72211,72008,76384,81433,78775,75065,70924,72624,70886
FR,2006,1,26,100,67868,70677,68671,66446,66144,69209,74965,79144,78845,79393,79113,79561,79555,78859,77404,76592,76418,79933,82441,80283,76498,72179,74053,72174
FR,2006,1,27,100,69186,72321,70742,68481,68261,71561,77679,83605,84245,84411,84385,84514,84180,83157,81115,79747,79486,82733,85743,82821,79219,75523,77424,75226
FR,2006,1,28,100,71945,72017,69982,67387,65969,66772,68570,71955,74326,76917,77414,77939,79266,76815,74631,72619,71896,75330,78893,76758,73845,70923,73278,71693
FR,2006,1,29,100,68538,68792,66865,63975,62326,62111,62323,63451,65481,68417,70101,70414,71532,67940,64884,62721,62485,67043,72902,72981,71487,68028,69999,68496
FR,2006,1,30,100,65625,66712,65509,63799,63797,68067,74705,79978,80269,80092,79471,78818,78898,77313,74662,72811,72490,76003,81770,79290,75833,71687,73249,71234
FR,2006,1,31,100,67932,69330,67897,65843,65565,69085,75829,81311,81462,81012,80011,79605,78594,76741,74165,72632,72099,75633,81744,79432,75948,71621,73417,71454
FR,2006,2,1,100,68460,69179,67797,65627,65731,69200,75996,81037,82493,82675,81856,81375,80322,78870,76316,74557,74367,77841,82437,79736,76492,72327,73798,71949
FR,2006,2,2,100,68907,69564,67851,65587,65376,68822,75348,80517,81240,81577,81595,82146,81793,80973,79123,77611,76986,79177,83601,81479,77774,73330,75098,72982
FR,2006,2,3,100,69877,70675,69144,67113,66765,70081,76465,81835,81496,82072,82128,82515,82426,81087,78962,77160,76399,79190,83548,80283,77514,73964,75775,73622
FR,2006,2,4,100,69902,70641,68505,65679,64270,64904,66488,69626,71878,73895,74102,74591,76221,73620,71209,69228,68513,70990,76258,74694,72131,69340,71874,70593
FR,2006,2,5,100,67620,67927,66132,63230,61415,61241,61564,62449,64674,67464,68828,69027,70139,66883,63818,61975,61658,65139,71775,71856,70410,67286,69224,67282
FR,2006,2,6,100,64407,65453,64109,62126,62384,66188,72006,75851,76563,77112,76965,76947,76837,76112,73861,72349,71974,74159,79318,76582,72584,68467,70094,68272
FR,2006,2,7,100,64993,67375,65828,63424,63022,66508,72743,78065,78519,79066,78890,79254,78681,77906,75719,74214,73596,75467,80365,77345,73651,69365,70720,68581
FR,2006,2,8,100,65271,66077,64223,62193,62055,65394,71540,76042,77791,78184,77982,77934,77288,76524,74302,72804,71863,73662,79630,77062,73385,69182,70692,68682
FR,2006,2,9,100,65407,66072,64568,62376,62191,65505,72136,76700,76879,77184,76673,76632,76258,75383,73432,72095,71525,73370,79743,77499,73935,69699,71375,69794
FR,2006,2,10,100,66922,67580,66157,64269,64252,67595,74253,78665,79090,78636,77204,76544,76061,74441,71979,70225,69399,71600,78648,76608,73533,70509,72716,70872
FR,2006,2,11,100,67572,67810,66109,63797,62780,63600,65493,67615,69995,71132,70106,69465,70021,67171,64411,62550,61898,64707,71822,70661,68588,66295,69252,68382
FR,2006,2,12,100,65456,66052,64468,61639,60410,60527,60840,61438,63622,65904,66320,66314,67190,63902,60916,59463,59258,62359,69609,69928,68700,66069,68198,66336
FR,2006,2,13,100,63458,64377,63206,61043,61370,65033,69915,73083,74648,75417,75294,75603,75156,74165,71610,69821,68783,69975,76203,74009,70398,66697,68083,66701
FR,2006,2,14,100,63657,66580,64947,62748,62582,65841,71729,75586,76897,77118,76194,75920,75437,74566,72240,70760,69512,70311,76828,74830,70606,66704,68773,66604
FR,2006,2,15,100,63334,63817,62044,59755,59341,62311,67976,71833,74127,75364,75526,76153,75386,75018,73158,71327,70492,71431,76442,73584,69725,65639,66756,64668
FR,2006,2,16,100,61068,61496,59588,57111,56797,59547,65224,69221,70842,71500,71728,72265,71752,70956,69039,67377,66630,68279,74170,72030,68331,64777,66295,64512
FR,2006,2,17,100,61018,61500,59810,57926,57819,60849,66512,70205,71587,72215,71657,71316,71051,69714,67696,65743,64704,66354,72495,70531,67119,64010,65982,64024
FR,2006,2,18,100,60232,60276,58038,55232,54217,54837,56551,58364,61077,62985,62940,63193,64229,61502,58918,57221,56337,58004,64844,64171,61839,59207,62060,60614
FR,2006,2,19,100,57667,57792,55760,53034,51583,51438,51788,52136,54519,57234,59154,60199,62038,59042,56487,55042,54530,56757,63106,63804,62227,59542,61533,59766
FR,2006,2,20,100,56766,57547,56077,54147,54739,58364,63553,66964,68862,69802,69954,70326,70328,69655,67857,66224,66108,67193,73635,71829,68240,64270,66646,64555
FR,2006,2,21,100,61297,63252,61576,59655,59497,62914,68058,72227,74378,75177,75079,75793,75237,74777,72920,71347,70603,71496,77807,75542,71507,67632,69249,67125
FR,2006,2,22,100,63543,63896,62184,59942,59686,62799,67826,71674,73989,75368,75603,76142,75791,75080,73222,71373,70419,71280,77367,75276,71401,67396,69049,67181
FR,2006,2,23,100,63519,63720,62034,59851,59709,62867,68272,72260,74595,75859,76236,76984,76707,76005,74256,72852,72117,73129,78999,76973,73133,69231,71082,68668
FR,2006,2,24,100,65220,65440,63865,61928,61557,64295,69825,73604,76130,77013,76612,76711,76113,74485,72327,70411,69175,70562,76340,74971,71419,68081,70152,68240
FR,2006,2,25,100,64861,64986,63095,60536,59255,59985,61681,63161,66148,67946,67915,67929,69298,66616,64447,62714,61728,63615,70231,69776,67051,64442,67317,66213
FR,2006,2,26,100,63211,63513,61662,59164,57639,57749,58124,57850,60923,63769,65090,65693,67340,64190,61387,59806,59288,61591,69671,70997,69443,66676,68682,67045
FR,2006,2,27,100,64240,65066,64014,61862,62428,66446,72437,75286,76729,76820,76203,76111,75960,75307,72992,71033,70400,71349,78164,77287,73540,69900,70873,69160
FR,2006,2,28,100,65906,67167,65502,63293,63152,66144,71619,74390,75796,76536,76320,76657,76299,75216,73092,71321,70349,70937,76945,76557,73007,69365,71065,69418
FR,2006,3,1,100,66037,68416,66917,64669,64401,67476,71795,72819,74466,74922,74004,73756,73095,72189,70369,68930,68074,68737,76069,75750,72340,69212,71406,69246
FR,2006,3,2,100,65956,68996,67348,65048,64506,67737,72418,74023,75087,75862,75178,74900,74075,73152,70767,69060,68435,69585,76750,75632,71459,67530,69294,67584
FR,2006,3,3,100,64117,66741,64831,62219,61601,64378,70261,73447,75129,76078,75420,75418,74732,73684,71541,69841,68958,70051,75318,74355,70282,66916,68681,66633
FR,2006,3,4,100,62998,62991,60879,58136,56949,57779,59427,61143,64458,66478,66374,66576,68011,65452,63255,61653,60960,62284,68553,68788,65550,63008,65681,64733
FR,2006,3,5,100,61717,62028,60163,57542,56183,56429,56877,57257,60056,62263,62902,63212,64112,61050,57960,56276,55549,57654,65222,68478,67051,63811,66066,64640
FR,2006,3,6,100,61980,62695,61547,59457,59855,63429,69524,71605,72819,72945,72401,72298,72196,71307,68824,67260,66146,66517,73571,74569,70296,66138,68109,66644
FR,2006,3,7,100,63431,65851,64294,61950,62011,65239,71167,73321,74272,74499,73859,73949,73683,72937,71257,70022,69743,70870,76491,74367,69812,66368,67734,65257
FR,2006,3,8,100,61908,63610,61656,59261,58985,61900,67841,70650,72871,73889,73674,73850,73272,72793,70865,69097,68254,68334,73601,72376,68121,63873,64884,62672
FR,2006,3,9,100,59182,59397,57527,55302,55030,58300,64793,68329,69216,69481,69076,69370,68660,67902,66282,64756,64110,64550,70213,70577,66654,62402,63867,62054
FR,2006,3,10,100,58952,59353,57850,56024,56027,59641,66321,69515,70762,70996,70241,69933,69763,68647,66868,65081,64644,66206,71541,71360,67597,63943,65842,63704
FR,2006,3,11,100,60090,60278,58217,55520,54614,55441,57237,59553,62419,63672,63925,64445,65810,63712,61544,60139,59358,60530,65763,67432,64191,61822,64478,63592
FR,2006,3,12,100,60837,61077,59308,56754,55624,55717,55823,56455,59332,61894,63045,63631,64781,61343,58341,56440,55686,57413,64234,69484,68346,65549,67546,65971
FR,2006,3,13,100,63296,64562,63598,61934,62517,66809,71618,73583,74577,74571,73706,73047,72870,71379,68485,66717,65444,66189,72831,75268,71538,67490,69386,68077
FR,2006,3,14,100,65104,68164,66667,64476,64538,68054,72644,74541,74729,73823,72588,71666,70626,68989,66335,64117,62777,63242,69213,72137,68433,64746,66446,65057
FR,2006,3,15,100,61627,64782,63156,61109,61101,64328,69665,73093,74891,74577,73075,72063,71101,69722,67164,65041,63796,64041,69849,72794,68931,64742,66460,64958
FR,2006,3,16,100,62053,62954,61631,59722,59573,63387,69664,73220,73761,73238,72410,71891,71648,70612,68199,66490,65541,66655,72149,74445,70627,66456,68228,66953
FR,2006,3,17,100,63519,64209,62832,60822,61022,64492,70170,73777,74548,74075,72721,71812,71198,69466,66627,64675,63147,63970,69100,71541,67935,64821,66501,64741
FR,2006,3,18,100,61514,61615,59579,57060,56167,57022,58049,60426,63139,64455,63873,63641,64513,61641,58991,57034,55949,57081,61875,64671,61785,59169,61839,60647
FR,2006,3,19,100,57734,58007,56079,53375,52147,52137,51749,52978,55645,57592,58439,58636,59596,56080,52853,50854,49794,51264,56642,61557,60112,57234,58967,57631
FR,2006,3,20,100,54902,55893,54533,52681,53238,57087,62971,66725,68294,68261,67448,67289,66979,65905,63597,62197,61075,61724,66858,68502,64310,60173,61756,59939
FR,2006,3,21,100,56543,56863,55246,53265,53082,56481,62531,66632,68401,69281,69329,69235,69238,68525,66805,65579,64543,64904,69264,70703,66244,62137,63728,61822
FR,2006,3,22,100,58327,58415,56713,54832,54770,57979,62698,66582,69162,70058,69989,70041,69620,69063,67364,65843,64877,64998,69410,71022,66696,62414,63888,61904
FR,2006,3,23,100,58845,59493,57593,55396,55455,58740,64093,67888,68046,68296,67512,67052,66708,66000,64164,62962,62050,62915,67504,69113,64680,60762,61795,59677
FR,2006,3,24,100,56498,56585,54697,52517,52496,55523,60779,64841,66118,66520,66298,65894,65437,63665,61674,59989,58365,58954,62761,64608,60867,57267,58536,56836
FR,2006,3,25,100,52858,52752,50409,47879,46854,47609,48269,50742,53853,54942,54997,55221,56682,54217,52127,50349,49479,50392,54591,56984,53811,51103,53110,51983
FR,2006,3,26,100,48915,48759,,46598,43847,42774,42856,42284,44381,46894,48416,49305,51339,48117,45449,43148,41534,42398,45099,48870,51787,49129,50047,48827
FR,2006,3,27,100,45449,45611,43950,42246,42279,45973,52888,57207,59014,59858,59814,59863,59901,59092,57240,55392,53792,53048,54949,55442,56812,53035,54260,52625
FR,2006,3,28,100,48951,49021,47165,45186,45206,47806,54034,58025,60597,61546,61475,61849,61477,61203,59150,57447,55715,54881,56632,56765,58712,55584,56966,55306
FR,2006,3,29,100,51836,51471,49826,48062,47916,51283,57090,60520,62797,63750,63375,63250,62999,61690,59644,57777,55838,55211,57091,57482,58971,55356,56432,54943
FR,2006,3,30,100,51233,51960,50107,47937,47655,50694,57374,61755,63097,63961,63740,63680,63015,62161,60540,59131,57474,57452,59751,59300,59354,55428,56395,54587
FR,2006,3,31,100,50840,50600,48837,46786,46546,49289,56008,59786,61148,61442,60822,60435,59937,58520,56622,54543,52718,52441,53476,53579,55776,53283,54547,52874
FR,2006,4,1,100,47211,47175,45564,43323,42290,43135,45288,47297,50101,51806,51920,52139,53440,51108,48625,46789,45321,45481,47204,47833,50600,48576,51022,50299
FR,2006,4,2,100,46718,46677,44515,41945,40758,40957,41711,41643,44504,46827,48122,48859,50181,46809,44069,42140,40744,41537,44381,47022,51184,49081,50797,49540
FR,2006,4,3,100,46567,46919,45553,43678,44163,48005,55366,59032,60891,61416,60989,60727,60827,59851,57807,55895,54195,53180,54939,54986,57131,54147,55664,54288
FR,2006,4,4,100,50681,50952,49332,47632,48015,51226,57422,60742,62395,62067,61120,60854,60334,59354,57678,55976,54089,53744,56079,56764,58305,55234,56895,55174
FR,2006,4,5,100,51546,51549,49943,48026,48314,51968,58141,62044,65257,66048,65920,66249,65665,64634,62765,60840,59392,58695,60713,60670,62447,59475,60908,59353
FR,2006,4,6,100,55771,56236,54584,52823,52901,56416,63362,66884,67765,67260,66180,65358,64789,63166,60823,58604,56765,56070,57864,57879,60717,58022,59685,58106
FR,2006,4,7,100,54804,55118,53393,51837,51936,55710,62333,65903,66644,65751,64595,63439,63049,61109,58489,56177,53894,53483,55055,55120,58123,56090,57776,56215
FR,2006,4,8,100,52295,52507,50269,47988,47227,48209,50177,52069,54504,55549,54597,54452,55643,53156,50434,48442,46904,47081,49349,50603,52738,51164,53563,52403
FR,2006,4,9,100,49303,49238,47084,44503,43269,43339,43819,44464,47340,49664,50514,51368,53008,49960,47293,45249,44546,45218,48143,51112,54290,52341,53914,52413
FR,2006,4,10,100,49479,50037,48623,46825,47372,51453,58233,62579,65450,66155,66020,66409,66665,65777,64072,62205,60634,59851,61827,61554,62916,60425,62020,60236
FR,2006,4,11,100,56733,57253,55804,54106,54352,57844,63853,67483,68830,68276,67219,66369,65905,64720,62724,60610,58998,58451,60910,60832,62548,59874,60881,59028
FR,2006,4,12,100,55340,55446,53709,51636,51579,54674,60241,63767,66238,66858,66220,65962,65408,64540,62563,60266,58314,57463,59242,58728,60284,58493,59750,58014
FR,2006,4,13,100,54737,54760,53198,51086,50949,53995,59698,63373,65272,65831,65229,65402,65205,64265,62569,60434,58808,58273,59772,59198,60038,57556,58453,56646
FR,2006,4,14,100,53029,53126,51198,49049,48812,51547,56868,60476,62020,62220,61497,61011,60997,59300,57049,54965,52731,52187,53627,53656,55454,53981,55165,53449
FR,2006,4,15,100,49502,49267,46723,44245,43285,44105,45193,47300,50748,53057,53426,54049,55848,53292,51557,49764,48490,48736,50802,51321,52381,50558,52850,51276
FR,2006,4,16,100,47746,47329,45143,42659,41183,41345,41270,42363,45217,47715,48453,48873,50243,46461,44100,42340,40988,41023,43161,45090,48358,48080,50367,49144
FR,2006,4,17,100,45638,45564,43432,41175,40511,40784,40802,41940,44577,46870,47764,48530,49850,46634,43975,42022,41043,41488,44203,46175,49157,48805,51234,49736
FR,2006,4,18,100,46380,46645,45089,43192,44148,48042,53002,57417,60078,61276,60821,60635,60360,59609,57841,56101,54312,53564,54838,54529,55606,54282,55525,53658
FR,2006,4,19,100,50272,50479,48757,46874,46883,50075,54316,58394,60443,60991,60371,60171,59771,58986,56964,55284,53713,52849,54479,53971,54905,53880,55128,53228
FR,2006,4,20,100,49853,49949,47989,45950,46116,48968,53469,57359,59444,59996,59539,59375,59177,58053,56414,54816,53121,52495,53770,53142,53729,52986,54133,52360
FR,2006,4,21,100,48643,48708,46941,44945,44844,47775,51755,55647,58117,58763,58039,57861,57671,56271,54432,52402,50400,50000,50716,49641,50496,50331,51667,50003
FR,2006,4,22,100,45758,45459,43027,40740,39887,40682,41231,43662,46532,48057,48188,48298,49881,47436,45516,43576,42454,42213,43680,43595,44828,45348,47621,46346
FR,2006,4,23,100,42838,42559,40388,38030,36786,36886,36208,37520,40293,42284,43288,44284,46226,43270,40879,39215,38308,39176,41436,43113,45460,45439,46907,45440
FR,2006,4,24,100,42081,42050,40245,38542,39028,42691,46754,51405,54649,55806,56192,56658,56379,55957,54531,52517,50852,50310,51721,51053,51127,49826,50937,49206
FR,2006,4,25,100,45642,45099,43265,41231,41223,44132,47907,52448,55065,56502,56605,57153,56614,55989,54449,52881,51470,50574,51678,50736,50463,49873,51301,49280
FR,2006,4,26,100,45367,45119,43110,41114,40881,43901,47108,51495,54855,56245,56712,57171,56859,56231,54875,53176,51654,51050,52105,51203,50832,50639,51799,49588
FR,2006,4,27,100,45585,45476,43316,41687,41575,44134,47751,52424,55169,56606,56734,57331,57275,56512,55328,53577,52007,51284,52697,51872,51115,50835,52069,50037
FR,2006,4,28,100,46426,46042,43996,42324,42364,45116,48668,53304,55954,57096,56928,56819,56772,55538,53853,51958,50103,49852,51549,50730,50216,50593,52189,50457
FR,2006,4,29,100,46548,46209,44010,41635,40921,41835,41963,44393,47504,49363,49497,49802,51211,48529,46713,44840,43486,43691,45220,45498,46001,47398,50115,48851
FR,2006,4,30,100,45484,45175,43150,40752,39713,39805,39098,40577,42753,44743,45749,46596,48270,45505,43207,41481,40379,40480,42015,43464,45486,46771,48888,47460
FR,2006,5,1,100,43471,43161,41080,38845,37731,37985,37113,38445,40968,43224,44241,45348,47289,44605,42200,40481,39553,40190,42524,44057,45490,45734,47656,45920
FR,2006,5,2,100,42630,42841,41132,39443,40452,44526,49404,53696,56036,56663,56511,56745,56637,55719,54140,52619,51176,50111,51109,50106,48987,49535,50897,48876
FR,2006,5,3,100,45149,44900,42930,41137,40895,43733,47432,51952,54468,55531,55680,56181,55985,55544,54292,52806,51233,50339,51393,50235,49380,49939,50718,48659
FR,2006,5,4,100,44944,44532,42302,40175,40186,42912,46771,51095,53428,54819,55020,55520,55504,55122,53779,52536,51070,50202,51108,49655,48615,49301,50348,48391
FR,2006,5,5,100,44321,43935,41777,39914,39781,42399,46235,50890,53405,54936,55138,55345,55356,54457,53223,51333,49643,49175,49719,48320,47735,48519,49701,47766
FR,2006,5,6,100,43259,42466,39973,37868,36898,37424,37839,40549,43695,45896,46286,46980,48547,46211,44663,42899,41827,42150,43893,43932,43544,44049,46018,44527
FR,2006,5,7,100,40755,40252,37992,35556,34495,34493,33588,35149,37876,40328,41774,42943,44866,41901,39695,38156,37031,37452,39548,40612,41669,42735,45003,43231
FR,2006,5,8,100,39805,39347,37058,35021,34380,34764,34365,36170,39303,42179,43700,45143,46988,44310,42200,40624,39936,40614,43130,44263,44398,44812,46673,45175
FR,2006,5,9,100,41835,41737,39967,38512,39149,42958,48482,53504,55914,57040,57451,57941,57872,57193,55931,54257,52815,51911,53241,52031,50838,50641,52008,50051
FR,2006,5,10,100,45968,45843,43824,42164,42378,45197,49415,53971,56674,57807,58053,58322,58207,57547,55799,54231,52517,51457,52876,51649,50357,50831,51955,50067
FR,2006,5,11,100,46503,46208,44385,42341,42516,45232,50102,54516,56064,56273,56242,56401,56237,55380,53998,52609,51085,50059,50977,49633,48284,49280,50647,48569
FR,2006,5,12,100,44635,44406,42530,40800,40881,43463,47939,52476,54509,55164,55365,55616,55816,54680,53456,51518,49974,49645,50456,49269,48075,48395,49846,47749
FR,2006,5,13,100,43573,42998,40367,38158,37429,37869,38801,41500,44455,46615,47012,47605,49236,46917,45086,43641,42541,42568,43847,43275,42491,43790,46194,44888
FR,2006,5,14,100,41253,40783,38281,36093,34961,34577,33964,35650,38421,40779,42072,43129,44865,42155,40015,37946,37075,37406,39589,40958,41961,43775,45527,43650
FR,2006,5,15,100,40316,40113,38173,36546,37095,40283,45232,50122,52409,53975,54207,55050,55272,54612,53210,52107,50783,49767,50950,49596,48042,48249,49671,47657
FR,2006,5,16,100,43652,43250,41110,39277,39467,41651,46465,51299,53597,54848,55421,56036,55817,55160,54279,52701,51527,50936,51684,50089,48108,48643,49965,47745
FR,2006,5,17,100,43767,43179,41089,39277,39426,41415,45772,50342,53427,54848,55139,55778,55896,55342,54407,53434,51681,50845,51674,50147,48507,49044,50252,48055
FR,2006,5,18,100,43918,43223,41271,39352,39200,41597,46389,51596,53974,55329,55811,56257,55863,55151,54291,53026,51640,50714,51824,49623,47731,47683,49500,47298
FR,2006,5,19,100,43219,42961,40984,39159,39134,41470,46125,51095,53284,54799,55023,55427,55310,54192,53008,51256,49448,49102,49837,48451,47021,47550,49393,47467
FR,2006,5,20,100,42956,42189,39699,37495,36819,37158,38330,41419,44629,46547,47298,48118,49239,46783,45123,43543,42247,42366,43686,43395,42391,43320,45854,44824
FR,2006,5,21,100,40905,40296,37834,35594,34561,33900,33610,35101,37961,40567,42414,43713,45415,42307,40173,38425,37451,38022,40477,41485,41907,43119,45471,43622
FR,2006,5,22,100,39979,39982,38131,36539,37026,39965,44960,50129,52781,54066,55088,55683,55928,55281,54040,52591,51238,50758,52305,50490,48712,48047,49912,47926
FR,2006,5,23,100,44072,43927,41888,40314,40304,42369,47564,52156,54376,55281,55471,56076,55935,55279,54152,52567,51191,50212,51418,49820,48190,48655,50815,48717
FR,2006,5,24,100,44737,44486,42654,40786,40956,42905,47746,52144,54715,55568,55868,56196,56436,55652,54409,52697,51179,50379,50924,49591,48043,48515,50890,48871
FR,2006,5,25,100,44806,43973,41619,39165,37485,36588,36819,38864,41896,44532,45923,46953,48982,46250,43849,42149,40983,41218,42916,43954,43688,44516,46889,45139
FR,2006,5,26,100,41329,41098,39075,37232,37061,38306,41137,44910,47906,49498,50144,50938,51620,50159,48751,47066,45902,45964,47325,46365,45188,45489,47680,45728
FR,2006,5,27,100,41865,41357,38899,36892,36162,36014,36961,39576,42794,45237,45880,46549,48086,45967,44419,42806,41633,41818,43165,42517,41487,42783,45828,44224
FR,2006,5,28,100,40341,39858,37553,35106,33959,33063,32936,34834,37482,40227,41859,42483,44188,41335,39516,38218,37110,37653,39699,40892,41513,42786,45579,43549
FR,2006,5,29,100,39833,39732,37839,36230,36826,39557,44805,50107,52973,54602,55401,56142,56292,55466,54434,52941,51622,50841,52330,50788,48443,47877,50744,48589
FR,2006,5,30,100,44141,44016,42013,40455,40471,42610,47669,52488,54559,56019,56725,56983,57121,56230,55124,53702,52288,51649,52918,51363,49576,49236,52097,49683
FR,2006,5,31,100,45555,45391,43251,41590,41610,43656,48260,52962,55973,57425,57857,58573,58289,57357,56129,54420,52747,51954,53596,52264,50369,50648,53158,50845
FR,2006,6,1,100,46462,46313,44353,42553,42313,44274,49710,54028,56001,56798,57054,57479,57558,56775,56028,54608,53131,52895,54440,53086,51220,50454,52830,50552
FR,2006,6,2,100,46415,46001,44058,42303,42301,44230,49218,54073,55826,56783,56805,56770,56994,55643,54193,52366,50488,50105,50610,49060,47295,47900,51278,49250
FR,2006,6,3,100,44985,44222,41828,39436,38818,38394,39480,42241,45247,46778,46936,47305,49064,46653,44873,43019,41691,41730,42878,42367,41328,42329,46472,45153
FR,2006,6,4,100,41411,40661,38228,35758,34792,33301,33650,35266,37979,40221,41410,42007,43960,40912,39174,37529,36561,36876,38640,39744,39736,41139,44864,43259
FR,2006,6,5,100,39500,39181,36947,35119,34782,34819,36427,39355,43039,45530,46773,47810,48920,47234,45694,44015,42747,42721,44453,44193,43286,43786,47084,44927
FR,2006,6,6,100,41156,41061,39070,37562,38079,40298,45481,50376,52773,54289,54897,55678,55800,55311,54312,53197,51588,50810,51502,49750,47493,47188,50561,48289
FR,2006,6,7,100,43980,43633,41584,39640,39708,41249,45805,50227,53059,54276,55013,55626,55807,55063,54092,52714,51584,50566,51496,49872,47734,47894,50818,48262
FR,2006,6,8,100,44204,43585,41647,39549,39529,41134,45985,50425,52659,54274,54763,55136,55555,55091,54436,53119,51625,50899,51483,49808,47418,47108,50731,48238
FR,2006,6,9,100,44041,43426,41244,39525,39575,40830,45577,50164,52742,54418,54915,55216,55487,54601,53660,52536,50631,50229,50447,48289,46341,46505,49939,47656
FR,2006,6,10,100,42988,42245,39800,37755,36830,36199,37533,40290,43434,45453,46130,46950,48670,46474,45457,43925,42917,43029,43680,42467,41510,42112,46471,44925
FR,2006,6,11,100,40645,39972,37261,34972,34019,32709,32916,34729,37475,39898,41389,42476,44457,41812,40332,39288,38377,38740,40247,41226,41495,42850,46739,44259
FR,2006,6,12,100,40214,39521,37828,36213,36954,38954,44001,49174,52158,53948,55071,55811,56317,56004,55301,54415,52988,52288,52686,50796,48736,48362,51799,49010
FR,2006,6,13,100,44409,43976,42093,40453,40325,41615,46616,51345,53728,55665,56656,57500,57515,57082,56841,55741,54478,53598,53655,51204,49150,49054,51911,49161
FR,2006,6,14,100,44460,44089,41997,40469,40372,41837,45953,50604,53815,55752,56611,57631,57666,57164,56519,55403,54280,53167,53697,51793,49265,49047,51695,49046
